order_date,region,product,units_sold,unit_price,revenue
2025-03-13,North,Widget C,1.0,19.99,19.99
2025-03-13,West,Widget C,18.0,9.99,179.82
2025-03-14,South,Widget C,8.0,29.99,239.92
2025-03-14,South,Widget C,41.0,9.99,409.59
2025-03-14,North,Widget A,25.0,29.99,749.75
2025-03-14,South,Widget A,10.0,19.99,199.9
2025-03-14,South,Widget C,26.0,19.99,519.74
2025-03-14,North,Widget C,22.0,29.99,659.78
2025-03-14,North,Widget C,2.0,9.99,19.98
2025-03-15,South,Widget B,29.0,9.99,289.71
2025-03-15,East,Widget A,28.0,49.99,1399.72
2025-03-15,North,Widget C,7.0,9.99,69.93
2025-03-15,West,Widget B,12.0,9.99,119.88
2025-03-16,West,Widget C,29.0,29.99,869.71
2025-03-16,North,Widget A,24.0,9.99,239.76
2025-03-16,South,Widget A,48.0,19.99,959.52
2025-03-16,South,Widget A,20.0,9.99,199.8
2025-03-17,West,Widget C,11.0,49.99,549.89
2025-03-17,South,Widget A,20.0,19.99,399.8
2025-03-18,East,Widget B,10.0,19.99,199.9
2025-03-18,West,Widget A,36.0,19.99,719.64
2025-03-18,West,Widget B,30.0,29.99,899.7
2025-03-18,West,Widget A,45.0,19.99,899.55
2025-03-18,West,Widget A,13.0,9.99,129.87
2025-03-20,South,Widget C,48.0,19.99,959.52
2025-03-20,South,Widget A,3.0,9.99,29.97
2025-03-21,West,Widget C,33.0,29.99,989.67
2025-03-21,West,Widget A,49.0,29.99,1469.51
2025-03-22,East,Widget B,43.0,29.99,1289.57
2025-03-22,West,Widget C,5.0,9.99,49.95
2025-03-22,North,Widget A,1.0,9.99,9.99
2025-03-22,North,Widget C,3.0,29.99,89.97
2025-03-22,North,Widget A,11.0,9.99,109.89
2025-03-23,South,Widget A,22.0,9.99,219.78
2025-03-24,South,Widget B,22.0,9.99,219.78
2025-03-24,South,Widget A,17.0,19.99,339.83
2025-03-25,South,Widget C,7.0,49.99,349.93
2025-03-25,West,Widget A,29.0,29.99,869.71
2025-03-25,West,Widget C,5.0,9.99,49.95
2025-03-25,West,Widget B,48.0,19.99,959.52
2025-03-26,South,Widget A,41.0,49.99,2049.59
2025-03-26,West,Widget B,35.0,9.99,349.65
2025-03-27,East,Widget A,4.0,9.99,39.96
2025-03-27,West,Widget A,22.0,9.99,219.78
2025-03-27,North,Widget A,,9.99,139.86
2025-03-27,North,Widget B,1.0,9.99,9.99
2025-03-27,South,Widget B,26.0,29.99,779.74
2025-03-27,South,Widget C,35.0,49.99,1749.65
2025-03-27,North,Widget C,13.0,9.99,129.87
2025-03-28,North,Widget B,16.0,9.99,159.84
2025-03-28,North,Widget A,38.0,9.99,379.62
2025-03-28,South,Widget C,42.0,19.99,839.58
2025-03-29,West,Widget C,5.0,9.99,49.95
2025-03-29,West,Widget A,45.0,49.99,2249.55
2025-03-29,North,Widget A,9.0,29.99,269.91
2025-03-29,South,Widget C,11.0,9.99,109.89
2025-03-30,West,Widget B,9.0,9.99,89.91
2025-03-30,West,Widget A,35.0,49.99,1749.65
2025-03-31,West,Widget A,11.0,19.99,219.89
2025-03-31,East,Widget C,46.0,49.99,2299.54
2025-03-31,North,Widget C,37.0,19.99,739.63
2025-03-31,South,Widget C,,9.99,179.82
2025-04-01,North,Widget B,8.0,9.99,79.92
2025-04-01,East,Widget B,21.0,9.99,209.79
2025-04-01,East,Widget C,12.0,29.99,359.88
2025-04-01,West,Widget A,17.0,9.99,169.83
2025-04-02,South,Widget B,15.0,19.99,299.85
2025-04-02,East,Widget C,36.0,19.99,719.64
2025-04-02,North,Widget A,13.0,19.99,259.87
2025-04-02,West,Widget B,12.0,29.99,359.88
2025-04-03,South,Widget C,40.0,9.99,399.6
2025-04-03,South,Widget B,44.0,49.99,2199.56
2025-04-03,South,Widget B,32.0,49.99,1599.68
2025-04-03,North,Widget A,13.0,19.99,259.87
2025-04-04,South,Widget A,4.0,9.99,39.96
2025-04-04,West,Widget A,5.0,49.99,249.95
2025-04-04,East,Widget A,38.0,9.99,379.62
2025-04-04,South,Widget A,17.0,19.99,339.83
2025-04-04,West,Widget C,17.0,49.99,849.83
2025-04-04,East,Widget A,1.0,9.99,9.99
2025-04-04,West,Widget A,19.0,9.99,189.81
2025-04-05,North,Widget B,35.0,29.99,1049.65
2025-04-05,West,Widget B,9.0,29.99,269.91
2025-04-05,South,Widget A,10.0,9.99,99.9
2025-04-06,East,Widget A,21.0,29.99,629.79
2025-04-06,East,Widget B,,49.99,349.93
2025-04-06,West,Widget C,45.0,19.99,899.55
2025-04-06,South,Widget A,24.0,49.99,1199.76
2025-04-07,North,Widget C,45.0,49.99,2249.55
2025-04-07,East,Widget A,47.0,29.99,1409.53
2025-04-07,South,Widget A,43.0,9.99,429.57
2025-04-07,East,Widget A,31.0,9.99,309.69
2025-04-07,North,Widget C,9.0,49.99,449.91
2025-04-07,South,Widget C,1.0,29.99,29.99
2025-04-08,North,Widget B,39.0,49.99,1949.61
2025-04-08,South,Widget A,10.0,9.99,99.9
2025-04-08,East,Widget C,12.0,19.99,239.88
2025-04-08,North,Widget A,31.0,29.99,929.69
2025-04-08,East,Widget C,40.0,49.99,1999.6
2025-04-09,North,Widget B,8.0,49.99,399.92
2025-04-09,South,Widget A,30.0,9.99,299.7
2025-04-09,West,Widget A,41.0,19.99,819.59
2025-04-09,North,Widget C,44.0,9.99,439.56
2025-04-10,West,Widget A,37.0,19.99,739.63
2025-04-10,East,Widget B,30.0,49.99,1499.7
2025-04-10,North,Widget C,13.0,9.99,129.87
2025-04-10,North,Widget A,14.0,29.99,419.86
2025-04-10,East,Widget B,6.0,29.99,179.94
2025-04-10,West,Widget C,5.0,49.99,249.95
2025-04-11,South,Widget A,40.0,19.99,799.6
2025-04-11,West,Widget B,16.0,19.99,319.84
2025-04-11,North,Widget B,16.0,49.99,11997.6
2025-04-11,South,Widget A,22.0,9.99,219.78
2025-04-11,North,Widget B,8.0,49.99,399.92
2025-04-11,East,Widget B,25.0,9.99,249.75
2025-04-11,East,Widget B,41.0,19.99,819.59
2025-04-12,South,Widget A,48.0,29.99,1439.52
2025-04-12,South,Widget C,4.0,49.99,199.96
2025-04-12,West,Widget C,37.0,19.99,739.63
2025-04-12,North,Widget C,48.0,49.99,2399.52
2025-04-12,East,Widget C,7.0,49.99,349.93
2025-04-12,West,Widget A,44.0,49.99,2199.56
2025-04-13,South,Widget A,26.0,9.99,259.74
2025-04-13,South,Widget A,1.0,49.99,49.99
2025-04-13,East,Widget B,2.0,49.99,99.98
2025-04-13,North,Widget C,31.0,19.99,619.69
2025-04-14,North,Widget C,12.0,49.99,599.88
2025-04-14,East,Widget C,29.0,49.99,1449.71
2025-04-14,South,Widget C,38.0,49.99,1899.62
2025-04-14,West,Widget B,36.0,9.99,359.64
2025-04-14,East,Widget C,,49.99,899.82
2025-04-15,North,Widget B,44.0,9.99,439.56
2025-04-15,West,Widget B,8.0,49.99,399.92
2025-04-15,West,Widget A,12.0,19.99,239.88
2025-04-16,North,Widget A,42.0,49.99,2099.58
2025-04-16,South,Widget B,1.0,19.99,19.99
2025-04-16,East,Widget C,5.0,29.99,149.95
2025-04-17,West,Widget B,8.0,19.99,159.92
2025-04-17,East,Widget C,24.0,29.99,719.76
2025-04-17,North,Widget B,31.0,49.99,1549.69
2025-04-17,North,Widget A,48.0,19.99,959.52
2025-04-18,East,Widget A,27.0,9.99,269.73
2025-04-18,West,Widget B,28.0,19.99,559.72
2025-04-18,South,Widget C,24.0,19.99,479.76
2025-04-19,North,Widget C,28.0,9.99,279.72
2025-04-19,West,Widget B,8.0,49.99,399.92
2025-04-19,South,Widget A,28.0,19.99,559.72
2025-04-20,South,Widget C,30.0,49.99,1499.7
2025-04-22,South,Widget C,13.0,29.99,389.87
2025-04-23,East,Widget B,36.0,49.99,1799.64
2025-04-23,East,Widget B,5.0,49.99,249.95
2025-04-23,West,Widget C,,19.99,319.84
2025-04-23,East,Widget C,34.0,19.99,679.66
2025-04-23,West,Widget C,46.0,49.99,2299.54
2025-04-23,West,Widget A,29.0,49.99,1449.71
2025-04-23,North,Widget C,43.0,29.99,1289.57
2025-04-24,North,Widget A,24.0,19.99,479.76
2025-04-25,West,Widget B,34.0,19.99,679.66
2025-04-25,South,Widget A,16.0,9.99,159.84
2025-04-25,South,Widget C,44.0,29.99,1319.56
2025-04-25,South,Widget A,40.0,29.99,1199.6
2025-04-25,South,Widget B,22.0,29.99,659.78
2025-04-26,West,Widget B,19.0,29.99,569.81
2025-04-26,West,Widget C,38.0,19.99,759.62
2025-04-26,West,Widget A,21.0,9.99,209.79
2025-04-26,North,Widget A,31.0,19.99,619.69
2025-04-27,East,Widget B,14.0,29.99,419.86
2025-04-27,South,Widget B,9.0,29.99,269.91
2025-04-28,South,Widget B,23.0,29.99,689.77
2025-04-28,East,Widget C,28.0,49.99,1399.72
2025-04-29,West,Widget C,28.0,19.99,559.72
2025-04-29,East,Widget B,45.0,49.99,2249.55
2025-04-29,East,Widget A,8.0,49.99,399.92
2025-04-30,West,Widget B,30.0,9.99,299.7
2025-04-30,West,Widget B,13.0,49.99,649.87
2025-04-30,East,Widget C,19.0,19.99,379.81
2025-04-30,West,Widget A,21.0,29.99,629.79
2025-05-01,East,Widget B,25.0,19.99,499.75
2025-05-01,South,Widget C,2.0,9.99,19.98
2025-05-01,North,Widget A,16.0,9.99,159.84
2025-05-02,West,Widget C,46.0,29.99,1379.54
2025-05-02,West,Widget B,11.0,49.99,549.89
2025-05-02,North,Widget A,1.0,29.99,29.99
2025-05-02,South,Widget B,12.0,19.99,239.88
2025-05-03,North,Widget C,13.0,9.99,129.87
2025-05-03,West,Widget A,7.0,49.99,349.93
2025-05-03,East,Widget A,28.0,49.99,1399.72
2025-05-04,South,Widget B,11.0,49.99,549.89
2025-05-05,West,Widget B,3.0,9.99,29.97
2025-05-05,East,Widget A,40.0,49.99,1999.6
2025-05-05,West,Widget B,30.0,9.99,299.7
2025-05-05,West,Widget A,30.0,29.99,899.7
2025-05-05,East,Widget B,20.0,9.99,199.8
2025-05-05,North,Widget A,25.0,29.99,749.75
2025-05-06,South,Widget B,22.0,19.99,439.78
2025-05-06,North,Widget C,16.0,19.99,319.84
2025-05-06,North,Widget B,36.0,19.99,719.64
2025-05-07,East,Widget B,40.0,29.99,1199.6
2025-05-08,South,Widget B,44.0,9.99,439.56
2025-05-08,North,Widget A,46.0,29.99,1379.54
2025-05-08,West,Widget C,4.0,29.99,119.96
2025-05-08,South,Widget A,48.0,19.99,959.52
2025-05-08,West,Widget A,37.0,49.99,1849.63
2025-05-08,West,Widget B,43.0,19.99,859.57
2025-05-09,West,Widget A,16.0,9.99,159.84
2025-05-09,East,Widget B,25.0,49.99,1249.75
2025-05-10,East,Widget C,19.0,9.99,189.81
2025-05-10,East,Widget B,9.0,19.99,179.91
2025-05-11,North,Widget C,47.0,19.99,939.53
2025-05-11,North,Widget A,33.0,19.99,659.67
2025-05-11,South,Widget C,26.0,29.99,779.74
2025-05-12,West,Widget A,25.0,29.99,749.75
2025-05-12,West,Widget A,18.0,19.99,359.82
2025-05-12,West,Widget C,41.0,49.99,2049.59
2025-05-12,East,Widget C,37.0,19.99,739.63
2025-05-13,West,Widget C,42.0,29.99,1259.58
2025-05-14,West,Widget C,25.0,49.99,1249.75
2025-05-14,West,Widget A,20.0,9.99,199.8
2025-05-15,East,Widget B,16.0,9.99,159.84
2025-05-15,West,Widget A,8.0,9.99,79.92
2025-05-15,North,Widget B,42.0,49.99,2099.58
2025-05-15,South,Widget B,31.0,19.99,619.69
2025-05-16,East,Widget A,45.0,29.99,1349.55
2025-05-16,East,Widget A,48.0,19.99,959.52
2025-05-16,West,Widget C,33.0,19.99,659.67
2025-05-16,South,Widget C,10.0,49.99,499.9
2025-05-16,South,Widget A,1.0,49.99,49.99
2025-05-17,North,Widget A,32.0,19.99,639.68
2025-05-17,West,Widget A,41.0,49.99,2049.59
2025-05-17,North,Widget A,3.0,19.99,59.97
2025-05-17,North,Widget C,41.0,29.99,1229.59
2025-05-17,North,Widget C,23.0,9.99,229.77
2025-05-18,East,Widget A,46.0,29.99,1379.54
2025-05-18,East,Widget A,27.0,19.99,539.73
2025-05-18,South,Widget A,17.0,49.99,849.83
2025-05-18,South,Widget C,1.0,29.99,29.99
2025-05-18,West,Widget A,46.0,9.99,459.54
2025-05-18,East,Widget B,17.0,29.99,509.83
2025-05-18,West,Widget A,4.0,19.99,79.96
2025-05-19,West,Widget C,29.0,19.99,579.71
2025-05-19,West,Widget A,23.0,19.99,459.77
2025-05-20,South,Widget B,12.0,29.99,359.88
2025-05-20,West,Widget A,40.0,49.99,1999.6
2025-05-20,South,Widget A,,9.99,419.58
2025-05-20,East,Widget B,22.0,49.99,1099.78
2025-05-20,South,Widget A,6.0,19.99,119.94
2025-05-20,East,Widget B,29.0,9.99,289.71
2025-05-20,South,Widget A,1.0,29.99,29.99
2025-05-21,North,Widget A,15.0,29.99,449.85
2025-05-21,East,Widget C,45.0,29.99,1349.55
2025-05-21,East,Widget A,44.0,9.99,439.56
2025-05-21,West,Widget B,1.0,49.99,49.99
2025-05-21,South,Widget A,2.0,29.99,59.98
2025-05-22,South,Widget C,31.0,49.99,1549.69
2025-05-22,North,Widget C,40.0,9.99,399.6
2025-05-22,East,Widget C,14.0,49.99,699.86
2025-05-22,West,Widget C,28.0,19.99,559.72
2025-05-23,West,Widget C,14.0,49.99,699.86
2025-05-24,East,Widget C,16.0,9.99,159.84
2025-05-24,East,Widget A,28.0,49.99,1399.72
2025-05-24,West,Widget C,41.0,49.99,2049.59
2025-05-24,East,Widget C,4.0,9.99,39.96
2025-05-24,South,Widget B,49.0,9.99,489.51
2025-05-24,East,Widget C,32.0,19.99,639.68
2025-05-25,North,Widget B,41.0,29.99,1229.59
2025-05-25,South,Widget A,44.0,19.99,879.56
2025-05-25,North,Widget C,9.0,9.99,89.91
2025-05-26,South,Widget B,35.0,29.99,1049.65
2025-05-26,South,Widget A,26.0,49.99,1299.74
2025-05-26,South,Widget A,26.0,9.99,259.74
2025-05-26,South,Widget C,28.0,9.99,279.72
2025-05-27,West,Widget A,49.0,19.99,979.51
2025-05-27,East,Widget C,1.0,29.99,29.99
2025-05-27,North,Widget A,43.0,19.99,859.57
2025-05-27,West,Widget C,49.0,9.99,489.51
2025-05-27,South,Widget A,10.0,9.99,99.9
2025-05-28,South,Widget C,8.0,49.99,399.92
2025-05-28,West,Widget C,3.0,19.99,59.97
2025-05-28,East,Widget B,,19.99,399.8
2025-05-28,West,Widget C,23.0,9.99,229.77
2025-05-29,West,Widget B,4.0,9.99,39.96
2025-05-29,North,Widget C,19.0,29.99,569.81
2025-05-29,West,Widget C,44.0,49.99,2199.56
2025-05-29,North,Widget B,15.0,29.99,449.85
2025-05-29,West,Widget A,14.0,19.99,279.86
2025-05-30,East,Widget A,18.0,9.99,179.82
2025-05-30,South,Widget A,17.0,19.99,339.83
2025-06-01,North,Widget A,1.0,19.99,19.99
2025-06-01,South,Widget C,39.0,49.99,1949.61
2025-06-02,West,Widget B,30.0,19.99,599.7
2025-06-02,East,Widget A,19.0,49.99,949.81
2025-06-03,South,Widget A,7.0,49.99,349.93
2025-06-03,East,Widget C,4.0,49.99,199.96
2025-06-03,West,Widget C,16.0,19.99,319.84
2025-06-03,East,Widget C,36.0,19.99,719.64
2025-06-03,North,Widget B,1.0,49.99,49.99
2025-06-03,West,Widget C,42.0,49.99,2099.58
2025-06-04,South,Widget A,47.0,9.99,469.53
2025-06-04,North,Widget C,12.0,9.99,119.88
2025-06-04,East,Widget A,17.0,9.99,169.83
2025-06-05,North,Widget B,30.0,19.99,599.7
2025-06-05,North,Widget B,2.0,9.99,19.98
2025-06-05,East,Widget A,25.0,19.99,499.75
2025-06-05,North,Widget C,24.0,29.99,719.76
2025-06-05,West,Widget A,10.0,29.99,299.9
2025-06-05,North,Widget A,15.0,49.99,749.85
2025-06-06,West,Widget C,33.0,19.99,659.67
2025-06-06,West,Widget B,24.0,9.99,239.76
2025-06-06,East,Widget A,35.0,9.99,5244.75
2025-06-08,South,Widget A,36.0,9.99,359.64
2025-06-08,East,Widget C,47.0,19.99,939.53
2025-06-08,South,Widget A,42.0,29.99,1259.58
2025-06-08,East,Widget B,22.0,29.99,659.78
2025-06-08,West,Widget A,41.0,9.99,409.59
2025-06-08,East,Widget B,16.0,9.99,159.84
2025-06-08,East,Widget B,19.0,29.99,569.81
2025-06-08,South,Widget C,6.0,29.99,179.94
2025-06-08,North,Widget C,40.0,29.99,1199.6
2025-06-09,East,Widget C,4.0,29.99,119.96
2025-06-09,West,Widget C,39.0,29.99,1169.61
2025-06-09,West,Widget B,14.0,49.99,10497.9
2025-06-09,South,Widget C,37.0,9.99,369.63
2025-06-09,North,Widget A,36.0,9.99,359.64
2025-06-09,West,Widget A,27.0,49.99,1349.73
2025-06-09,West,Widget C,20.0,19.99,399.8
2025-06-10,South,Widget C,21.0,9.99,209.79
2025-06-10,North,Widget A,46.0,29.99,1379.54
2025-06-10,South,Widget C,27.0,19.99,539.73
2025-06-10,South,Widget B,5.0,49.99,249.95
2025-06-10,East,Widget A,30.0,19.99,599.7
2025-06-10,West,Widget C,26.0,19.99,519.74
2025-06-10,North,Widget A,9.0,49.99,449.91
2025-06-10,North,Widget A,34.0,29.99,1019.66
2025-06-10,West,Widget C,13.0,29.99,389.87
2025-06-12,East,Widget C,5.0,29.99,149.95
2025-06-12,North,Widget A,26.0,29.99,779.74
2025-06-13,West,Widget B,4.0,19.99,79.96
2025-06-13,South,Widget A,21.0,9.99,209.79
2025-06-13,East,Widget B,4.0,19.99,79.96
2025-06-13,North,Widget A,36.0,49.99,1799.64
2025-06-14,South,Widget B,37.0,29.99,1109.63
2025-06-14,West,Widget C,38.0,19.99,759.62
2025-06-14,West,Widget A,24.0,19.99,479.76
2025-06-14,East,Widget B,11.0,29.99,329.89
2025-06-14,East,Widget A,22.0,29.99,659.78
2025-06-14,West,Widget B,31.0,29.99,929.69
2025-06-15,East,Widget C,15.0,19.99,299.85
2025-06-15,East,Widget C,46.0,49.99,2299.54
2025-06-15,East,Widget C,32.0,29.99,959.68
2025-06-16,East,Widget B,23.0,9.99,229.77
2025-06-16,South,Widget A,41.0,19.99,819.59
2025-06-17,South,Widget C,38.0,9.99,379.62
2025-06-17,East,Widget C,47.0,29.99,1409.53
2025-06-17,East,Widget C,43.0,29.99,1289.57
2025-06-18,West,Widget C,27.0,49.99,1349.73
2025-06-18,South,Widget A,24.0,9.99,239.76
2025-06-18,South,Widget B,33.0,9.99,329.67
2025-06-19,North,Widget C,38.0,19.99,759.62
2025-06-19,West,Widget A,6.0,29.99,179.94
2025-06-20,West,Widget A,34.0,19.99,679.66
2025-06-20,North,Widget C,18.0,19.99,359.82
2025-06-20,West,Widget A,34.0,9.99,339.66
2025-06-20,North,Widget B,46.0,9.99,459.54
2025-06-21,North,Widget B,20.0,19.99,399.8
2025-06-21,East,Widget C,16.0,49.99,799.84
2025-06-21,North,Widget B,42.0,19.99,839.58
2025-06-21,West,Widget C,47.0,19.99,939.53
2025-06-21,South,Widget A,2.0,9.99,19.98
2025-06-22,South,Widget C,44.0,19.99,879.56
2025-06-22,North,Widget A,26.0,49.99,1299.74
2025-06-22,West,Widget C,21.0,49.99,1049.79
2025-06-22,East,Widget C,19.0,49.99,949.81
2025-06-22,West,Widget C,13.0,19.99,259.87
2025-06-22,West,Widget C,14.0,19.99,279.86
2025-06-22,West,Widget A,28.0,9.99,279.72
2025-06-23,North,Widget C,34.0,49.99,1699.66
2025-06-23,West,Widget A,23.0,29.99,689.77
2025-06-24,West,Widget B,5.0,49.99,249.95
2025-06-24,South,Widget B,41.0,9.99,409.59
2025-06-25,North,Widget A,12.0,19.99,239.88
2025-06-25,West,Widget B,44.0,9.99,439.56
2025-06-25,North,Widget B,27.0,9.99,269.73
2025-06-26,North,Widget A,40.0,29.99,1199.6
2025-06-26,South,Widget C,18.0,49.99,899.82
2025-06-26,South,Widget A,4.0,29.99,119.96
2025-06-26,South,Widget A,28.0,19.99,559.72
2025-06-27,West,Widget C,17.0,19.99,339.83
2025-06-27,East,Widget C,28.0,29.99,839.72
2025-06-28,East,Widget A,,19.99,519.74
2025-06-28,West,Widget C,43.0,49.99,2149.57
2025-06-28,West,Widget B,12.0,9.99,119.88
2025-06-28,South,Widget C,8.0,29.99,239.92
2025-06-28,North,Widget B,6.0,49.99,299.94
2025-06-28,North,Widget A,14.0,29.99,419.86
2025-06-29,West,Widget B,15.0,9.99,149.85
2025-06-29,North,Widget C,44.0,19.99,879.56
2025-06-29,North,Widget B,27.0,29.99,809.73
2025-06-29,East,Widget A,23.0,19.99,459.77
2025-06-30,West,Widget B,20.0,29.99,599.8
2025-06-30,North,Widget A,7.0,19.99,139.93
2025-06-30,East,Widget C,5.0,9.99,49.95
